SEQ,SITE_CODE,SITE_NAME,FATHER_AGE,MOTHER_AGE,BIRTH_CNT,SEX,UPDATE_DATE
39854,10007210,彰化縣田尾鄉,35～39歲,15～19歲,0,男,2021-02-02
39855,10007210,彰化縣田尾鄉,35～39歲,20～24歲,0,男,2021-02-02
39856,10007210,彰化縣田尾鄉,35～39歲,25～29歲,6,男,2021-02-02
39857,10007210,彰化縣田尾鄉,35～39歲,30～34歲,12,男,2021-02-02
39858,10007210,彰化縣田尾鄉,35～39歲,35～39歲,17,男,2021-02-02
39859,10007210,彰化縣田尾鄉,35～39歲,40～44歲,1,男,2021-02-02
39860,10007210,彰化縣田尾鄉,35～39歲,45～49歲,0,男,2021-02-02
39861,10007210,彰化縣田尾鄉,35～39歲,50歲以上,0,男,2021-02-02
39862,10007210,彰化縣田尾鄉,35～39歲,未滿15歲,0,女,2021-02-02
39863,10007210,彰化縣田尾鄉,35～39歲,15～19歲,0,女,2021-02-02
39864,10007210,彰化縣田尾鄉,35～39歲,20～24歲,0,女,2021-02-02
39865,10007210,彰化縣田尾鄉,35～39歲,25～29歲,2,女,2021-02-02
39866,10007210,彰化縣田尾鄉,35～39歲,30～34歲,15,女,2021-02-02
39867,10007210,彰化縣田尾鄉,35～39歲,35～39歲,11,女,2021-02-02
39868,10007210,彰化縣田尾鄉,35～39歲,40～44歲,0,女,2021-02-02
39869,10007210,彰化縣田尾鄉,35～39歲,45～49歲,0,女,2021-02-02
39870,10007210,彰化縣田尾鄉,35～39歲,50歲以上,1,女,2021-02-02
39871,10007210,彰化縣田尾鄉,40～44歲,未滿15歲,0,男,2021-02-02
39872,10007210,彰化縣田尾鄉,40～44歲,15～19歲,0,男,2021-02-02
39873,10007210,彰化縣田尾鄉,40～44歲,20～24歲,1,男,2021-02-02
39874,10007210,彰化縣田尾鄉,40～44歲,25～29歲,2,男,2021-02-02
39875,10007210,彰化縣田尾鄉,40～44歲,30～34歲,4,男,2021-02-02
39876,10007210,彰化縣田尾鄉,40～44歲,35～39歲,10,男,2021-02-02
39877,10007210,彰化縣田尾鄉,40～44歲,40～44歲,2,男,2021-02-02
39878,10007210,彰化縣田尾鄉,40～44歲,45～49歲,0,男,2021-02-02
39879,10007210,彰化縣田尾鄉,40～44歲,50歲以上,0,男,2021-02-02
39880,10007210,彰化縣田尾鄉,40～44歲,未滿15歲,0,女,2021-02-02
39881,10007210,彰化縣田尾鄉,40～44歲,15～19歲,0,女,2021-02-02
39882,10007210,彰化縣田尾鄉,40～44歲,20～24歲,0,女,2021-02-02
39883,10007210,彰化縣田尾鄉,40～44歲,25～29歲,0,女,2021-02-02
39884,10007210,彰化縣田尾鄉,40～44歲,30～34歲,1,女,2021-02-02
39885,10007210,彰化縣田尾鄉,40～44歲,35～39歲,1,女,2021-02-02
39886,10007210,彰化縣田尾鄉,40～44歲,40～44歲,1,女,2021-02-02
39887,10007210,彰化縣田尾鄉,40～44歲,45～49歲,0,女,2021-02-02
39888,10007210,彰化縣田尾鄉,40～44歲,50歲以上,0,女,2021-02-02
39889,10007210,彰化縣田尾鄉,45～49歲,未滿15歲,0,男,2021-02-02
39890,10007210,彰化縣田尾鄉,45～49歲,15～19歲,0,男,2021-02-02
39891,10007210,彰化縣田尾鄉,45～49歲,20～24歲,0,男,2021-02-02
39892,10007210,彰化縣田尾鄉,45～49歲,25～29歲,0,男,2021-02-02
39893,10007210,彰化縣田尾鄉,45～49歲,30～34歲,3,男,2021-02-02
39894,10007210,彰化縣田尾鄉,45～49歲,35～39歲,0,男,2021-02-02
39895,10007210,彰化縣田尾鄉,45～49歲,40～44歲,2,男,2021-02-02
39896,10007210,彰化縣田尾鄉,45～49歲,45～49歲,1,男,2021-02-02
39897,10007210,彰化縣田尾鄉,45～49歲,50歲以上,0,男,2021-02-02
39898,10007210,彰化縣田尾鄉,45～49歲,未滿15歲,0,女,2021-02-02
39899,10007210,彰化縣田尾鄉,45～49歲,15～19歲,0,女,2021-02-02
39900,10007210,彰化縣田尾鄉,45～49歲,20～24歲,0,女,2021-02-02
39901,10007210,彰化縣田尾鄉,45～49歲,25～29歲,0,女,2021-02-02
39902,10007210,彰化縣田尾鄉,45～49歲,30～34歲,0,女,2021-02-02
39903,10007210,彰化縣田尾鄉,45～49歲,35～39歲,1,女,2021-02-02
39904,10007210,彰化縣田尾鄉,45～49歲,40～44歲,1,女,2021-02-02
39905,10007210,彰化縣田尾鄉,45～49歲,45～49歲,0,女,2021-02-02
39906,10007210,彰化縣田尾鄉,45～49歲,50歲以上,0,女,2021-02-02
39907,10007210,彰化縣田尾鄉,50～54歲,未滿15歲,0,男,2021-02-02
39908,10007210,彰化縣田尾鄉,50～54歲,15～19歲,0,男,2021-02-02
39909,10007210,彰化縣田尾鄉,50～54歲,20～24歲,0,男,2021-02-02
39910,10007210,彰化縣田尾鄉,50～54歲,25～29歲,0,男,2021-02-02
39911,10007210,彰化縣田尾鄉,50～54歲,30～34歲,1,男,2021-02-02
39912,10007210,彰化縣田尾鄉,50～54歲,35～39歲,0,男,2021-02-02
39913,10007210,彰化縣田尾鄉,50～54歲,40～44歲,1,男,2021-02-02
39914,10007210,彰化縣田尾鄉,50～54歲,45～49歲,0,男,2021-02-02
39915,10007210,彰化縣田尾鄉,50～54歲,50歲以上,0,男,2021-02-02
39916,10007210,彰化縣田尾鄉,50～54歲,未滿15歲,0,女,2021-02-02
39917,10007210,彰化縣田尾鄉,50～54歲,15～19歲,0,女,2021-02-02
39918,10007210,彰化縣田尾鄉,50～54歲,20～24歲,0,女,2021-02-02
39919,10007210,彰化縣田尾鄉,50～54歲,25～29歲,0,女,2021-02-02
39920,10007210,彰化縣田尾鄉,50～54歲,30～34歲,0,女,2021-02-02
39921,10007210,彰化縣田尾鄉,50～54歲,35～39歲,0,女,2021-02-02
39922,10007210,彰化縣田尾鄉,50～54歲,40～44歲,0,女,2021-02-02
39923,10007210,彰化縣田尾鄉,50～54歲,45～49歲,0,女,2021-02-02
39924,10007210,彰化縣田尾鄉,50～54歲,50歲以上,0,女,2021-02-02
39925,10007210,彰化縣田尾鄉,55～59歲,未滿15歲,0,男,2021-02-02
39926,10007210,彰化縣田尾鄉,55～59歲,15～19歲,0,男,2021-02-02
39927,10007210,彰化縣田尾鄉,55～59歲,20～24歲,0,男,2021-02-02
39928,10007210,彰化縣田尾鄉,55～59歲,25～29歲,0,男,2021-02-02
39929,10007210,彰化縣田尾鄉,55～59歲,30～34歲,0,男,2021-02-02
39930,10007210,彰化縣田尾鄉,55～59歲,35～39歲,0,男,2021-02-02
39931,10007210,彰化縣田尾鄉,55～59歲,40～44歲,0,男,2021-02-02
39932,10007210,彰化縣田尾鄉,55～59歲,45～49歲,0,男,2021-02-02
39933,10007210,彰化縣田尾鄉,55～59歲,50歲以上,0,男,2021-02-02
39934,10007210,彰化縣田尾鄉,55～59歲,未滿15歲,0,女,2021-02-02
39935,10007210,彰化縣田尾鄉,55～59歲,15～19歲,0,女,2021-02-02
39936,10007210,彰化縣田尾鄉,55～59歲,20～24歲,0,女,2021-02-02
39937,10007210,彰化縣田尾鄉,55～59歲,25～29歲,0,女,2021-02-02
39938,10007210,彰化縣田尾鄉,55～59歲,30～34歲,0,女,2021-02-02
39939,10007210,彰化縣田尾鄉,55～59歲,35～39歲,0,女,2021-02-02
39940,10007210,彰化縣田尾鄉,55～59歲,40～44歲,0,女,2021-02-02
39941,10007210,彰化縣田尾鄉,55～59歲,45～49歲,0,女,2021-02-02
39942,10007210,彰化縣田尾鄉,55～59歲,50歲以上,0,女,2021-02-02
39943,10007210,彰化縣田尾鄉,60歲以上,未滿15歲,0,男,2021-02-02
39944,10007210,彰化縣田尾鄉,60歲以上,15～19歲,0,男,2021-02-02
39945,10007210,彰化縣田尾鄉,60歲以上,20～24歲,0,男,2021-02-02
39946,10007210,彰化縣田尾鄉,60歲以上,25～29歲,0,男,2021-02-02
39947,10007210,彰化縣田尾鄉,60歲以上,30～34歲,0,男,2021-02-02
39948,10007210,彰化縣田尾鄉,60歲以上,35～39歲,0,男,2021-02-02
39949,10007210,彰化縣田尾鄉,60歲以上,40～44歲,0,男,2021-02-02
39950,10007210,彰化縣田尾鄉,60歲以上,45～49歲,0,男,2021-02-02
39951,10007210,彰化縣田尾鄉,60歲以上,50歲以上,0,男,2021-02-02
39952,10007210,彰化縣田尾鄉,60歲以上,未滿15歲,0,女,2021-02-02
39953,10007210,彰化縣田尾鄉,60歲以上,15～19歲,0,女,2021-02-02
39954,10007210,彰化縣田尾鄉,60歲以上,20～24歲,0,女,2021-02-02
39955,10007210,彰化縣田尾鄉,60歲以上,25～29歲,0,女,2021-02-02
39956,10007210,彰化縣田尾鄉,60歲以上,30～34歲,0,女,2021-02-02
39957,10007210,彰化縣田尾鄉,60歲以上,35～39歲,0,女,2021-02-02
39958,10007210,彰化縣田尾鄉,60歲以上,40～44歲,0,女,2021-02-02
39959,10007210,彰化縣田尾鄉,60歲以上,45～49歲,0,女,2021-02-02
39960,10007210,彰化縣田尾鄉,60歲以上,50歲以上,0,女,2021-02-02
39961,10007220,彰化縣埤頭鄉,未滿20歲,未滿15歲,0,男,2021-02-02
39962,10007220,彰化縣埤頭鄉,未滿20歲,15～19歲,0,男,2021-02-02
39963,10007220,彰化縣埤頭鄉,未滿20歲,20～24歲,0,男,2021-02-02
39964,10007220,彰化縣埤頭鄉,未滿20歲,25～29歲,0,男,2021-02-02
39965,10007220,彰化縣埤頭鄉,未滿20歲,30～34歲,0,男,2021-02-02
39966,10007220,彰化縣埤頭鄉,未滿20歲,35～39歲,0,男,2021-02-02
39967,10007220,彰化縣埤頭鄉,未滿20歲,40～44歲,0,男,2021-02-02
39968,10007220,彰化縣埤頭鄉,未滿20歲,45～49歲,0,男,2021-02-02
39969,10007220,彰化縣埤頭鄉,未滿20歲,50歲以上,0,男,2021-02-02
39970,10007220,彰化縣埤頭鄉,未滿20歲,未滿15歲,0,女,2021-02-02
39971,10007220,彰化縣埤頭鄉,未滿20歲,15～19歲,1,女,2021-02-02
39972,10007220,彰化縣埤頭鄉,未滿20歲,20～24歲,0,女,2021-02-02
39973,10007220,彰化縣埤頭鄉,未滿20歲,25～29歲,0,女,2021-02-02
39974,10007220,彰化縣埤頭鄉,未滿20歲,30～34歲,0,女,2021-02-02
39975,10007220,彰化縣埤頭鄉,未滿20歲,35～39歲,0,女,2021-02-02
39976,10007220,彰化縣埤頭鄉,未滿20歲,40～44歲,0,女,2021-02-02
39977,10007220,彰化縣埤頭鄉,未滿20歲,45～49歲,0,女,2021-02-02
39978,10007220,彰化縣埤頭鄉,未滿20歲,50歲以上,0,女,2021-02-02
39979,10007220,彰化縣埤頭鄉,20～24歲,未滿15歲,0,男,2021-02-02
39980,10007220,彰化縣埤頭鄉,20～24歲,15～19歲,1,男,2021-02-02
39981,10007220,彰化縣埤頭鄉,20～24歲,20～24歲,9,男,2021-02-02
39982,10007220,彰化縣埤頭鄉,20～24歲,25～29歲,0,男,2021-02-02
39983,10007220,彰化縣埤頭鄉,20～24歲,30～34歲,0,男,2021-02-02
39984,10007220,彰化縣埤頭鄉,20～24歲,35～39歲,0,男,2021-02-02
39985,10007220,彰化縣埤頭鄉,20～24歲,40～44歲,0,男,2021-02-02
39986,10007220,彰化縣埤頭鄉,20～24歲,45～49歲,0,男,2021-02-02
39987,10007220,彰化縣埤頭鄉,20～24歲,50歲以上,0,男,2021-02-02
39988,10007220,彰化縣埤頭鄉,20～24歲,未滿15歲,0,女,2021-02-02
39989,10007220,彰化縣埤頭鄉,20～24歲,15～19歲,1,女,2021-02-02
39990,10007220,彰化縣埤頭鄉,20～24歲,20～24歲,8,女,2021-02-02
39991,10007220,彰化縣埤頭鄉,20～24歲,25～29歲,2,女,2021-02-02
39992,10007220,彰化縣埤頭鄉,20～24歲,30～34歲,1,女,2021-02-02
39993,10007220,彰化縣埤頭鄉,20～24歲,35～39歲,0,女,2021-02-02
39994,10007220,彰化縣埤頭鄉,20～24歲,40～44歲,0,女,2021-02-02
39995,10007220,彰化縣埤頭鄉,20～24歲,45～49歲,0,女,2021-02-02
39996,10007220,彰化縣埤頭鄉,20～24歲,50歲以上,0,女,2021-02-02
39997,10007220,彰化縣埤頭鄉,25～29歲,未滿15歲,0,男,2021-02-02
39998,10007220,彰化縣埤頭鄉,25～29歲,15～19歲,0,男,2021-02-02
39999,10007220,彰化縣埤頭鄉,25～29歲,20～24歲,7,男,2021-02-02
40000,10007220,彰化縣埤頭鄉,25～29歲,25～29歲,19,男,2021-02-02
40001,10007220,彰化縣埤頭鄉,25～29歲,30～34歲,6,男,2021-02-02
40002,10007220,彰化縣埤頭鄉,25～29歲,35～39歲,1,男,2021-02-02
40003,10007220,彰化縣埤頭鄉,25～29歲,40～44歲,0,男,2021-02-02
40004,10007220,彰化縣埤頭鄉,25～29歲,45～49歲,0,男,2021-02-02
40005,10007220,彰化縣埤頭鄉,25～29歲,50歲以上,0,男,2021-02-02
40006,10007220,彰化縣埤頭鄉,25～29歲,未滿15歲,0,女,2021-02-02
40007,10007220,彰化縣埤頭鄉,25～29歲,15～19歲,0,女,2021-02-02
40008,10007220,彰化縣埤頭鄉,25～29歲,20～24歲,9,女,2021-02-02
40009,10007220,彰化縣埤頭鄉,25～29歲,25～29歲,18,女,2021-02-02
40010,10007220,彰化縣埤頭鄉,25～29歲,30～34歲,3,女,2021-02-02
40011,10007220,彰化縣埤頭鄉,25～29歲,35～39歲,0,女,2021-02-02
40012,10007220,彰化縣埤頭鄉,25～29歲,40～44歲,0,女,2021-02-02
40013,10007220,彰化縣埤頭鄉,25～29歲,45～49歲,0,女,2021-02-02
40014,10007220,彰化縣埤頭鄉,25～29歲,50歲以上,0,女,2021-02-02
40015,10007220,彰化縣埤頭鄉,30～34歲,未滿15歲,0,男,2021-02-02
40016,10007220,彰化縣埤頭鄉,30～34歲,15～19歲,0,男,2021-02-02
40017,10007220,彰化縣埤頭鄉,30～34歲,20～24歲,2,男,2021-02-02
40018,10007220,彰化縣埤頭鄉,30～34歲,25～29歲,15,男,2021-02-02
40019,10007220,彰化縣埤頭鄉,30～34歲,30～34歲,32,男,2021-02-02
40020,10007220,彰化縣埤頭鄉,30～34歲,35～39歲,3,男,2021-02-02
40021,10007220,彰化縣埤頭鄉,30～34歲,40～44歲,2,男,2021-02-02
40022,10007220,彰化縣埤頭鄉,30～34歲,45～49歲,0,男,2021-02-02
40023,10007220,彰化縣埤頭鄉,30～34歲,50歲以上,0,男,2021-02-02
40024,10007220,彰化縣埤頭鄉,30～34歲,未滿15歲,0,女,2021-02-02
40025,10007220,彰化縣埤頭鄉,30～34歲,15～19歲,1,女,2021-02-02
40026,10007220,彰化縣埤頭鄉,30～34歲,20～24歲,5,女,2021-02-02
40027,10007220,彰化縣埤頭鄉,30～34歲,25～29歲,20,女,2021-02-02
40028,10007220,彰化縣埤頭鄉,30～34歲,30～34歲,32,女,2021-02-02
40029,10007220,彰化縣埤頭鄉,30～34歲,35～39歲,1,女,2021-02-02
40030,10007220,彰化縣埤頭鄉,30～34歲,40～44歲,0,女,2021-02-02
40031,10007220,彰化縣埤頭鄉,30～34歲,45～49歲,0,女,2021-02-02
40032,10007220,彰化縣埤頭鄉,30～34歲,50歲以上,0,女,2021-02-02
40033,10007220,彰化縣埤頭鄉,35～39歲,未滿15歲,0,男,2021-02-02
40034,10007220,彰化縣埤頭鄉,35～39歲,15～19歲,1,男,2021-02-02
40035,10007220,彰化縣埤頭鄉,35～39歲,20～24歲,1,男,2021-02-02
40036,10007220,彰化縣埤頭鄉,35～39歲,25～29歲,7,男,2021-02-02
40037,10007220,彰化縣埤頭鄉,35～39歲,30～34歲,12,男,2021-02-02
40038,10007220,彰化縣埤頭鄉,35～39歲,35～39歲,15,男,2021-02-02
40039,10007220,彰化縣埤頭鄉,35～39歲,40～44歲,1,男,2021-02-02
40040,10007220,彰化縣埤頭鄉,35～39歲,45～49歲,0,男,2021-02-02
40041,10007220,彰化縣埤頭鄉,35～39歲,50歲以上,0,男,2021-02-02
40042,10007220,彰化縣埤頭鄉,35～39歲,未滿15歲,0,女,2021-02-02
40043,10007220,彰化縣埤頭鄉,35～39歲,15～19歲,0,女,2021-02-02
40044,10007220,彰化縣埤頭鄉,35～39歲,20～24歲,1,女,2021-02-02
40045,10007220,彰化縣埤頭鄉,35～39歲,25～29歲,2,女,2021-02-02
40046,10007220,彰化縣埤頭鄉,35～39歲,30～34歲,20,女,2021-02-02
40047,10007220,彰化縣埤頭鄉,35～39歲,35～39歲,20,女,2021-02-02
40048,10007220,彰化縣埤頭鄉,35～39歲,40～44歲,1,女,2021-02-02
40049,10007220,彰化縣埤頭鄉,35～39歲,45～49歲,0,女,2021-02-02
40050,10007220,彰化縣埤頭鄉,35～39歲,50歲以上,0,女,2021-02-02
40051,10007220,彰化縣埤頭鄉,40～44歲,未滿15歲,0,男,2021-02-02
40052,10007220,彰化縣埤頭鄉,40～44歲,15～19歲,0,男,2021-02-02
40053,10007220,彰化縣埤頭鄉,40～44歲,20～24歲,0,男,2021-02-02
40054,10007220,彰化縣埤頭鄉,40～44歲,25～29歲,2,男,2021-02-02
40055,10007220,彰化縣埤頭鄉,40～44歲,30～34歲,3,男,2021-02-02
40056,10007220,彰化縣埤頭鄉,40～44歲,35～39歲,10,男,2021-02-02
40057,10007220,彰化縣埤頭鄉,40～44歲,40～44歲,4,男,2021-02-02
40058,10007220,彰化縣埤頭鄉,40～44歲,45～49歲,0,男,2021-02-02
40059,10007220,彰化縣埤頭鄉,40～44歲,50歲以上,0,男,2021-02-02
40060,10007220,彰化縣埤頭鄉,40～44歲,未滿15歲,0,女,2021-02-02
40061,10007220,彰化縣埤頭鄉,40～44歲,15～19歲,0,女,2021-02-02
40062,10007220,彰化縣埤頭鄉,40～44歲,20～24歲,0,女,2021-02-02
40063,10007220,彰化縣埤頭鄉,40～44歲,25～29歲,0,女,2021-02-02
40064,10007220,彰化縣埤頭鄉,40～44歲,30～34歲,3,女,2021-02-02
40065,10007220,彰化縣埤頭鄉,40～44歲,35～39歲,4,女,2021-02-02
40066,10007220,彰化縣埤頭鄉,40～44歲,40～44歲,2,女,2021-02-02
40067,10007220,彰化縣埤頭鄉,40～44歲,45～49歲,0,女,2021-02-02
40068,10007220,彰化縣埤頭鄉,40～44歲,50歲以上,0,女,2021-02-02
40069,10007220,彰化縣埤頭鄉,45～49歲,未滿15歲,0,男,2021-02-02
40070,10007220,彰化縣埤頭鄉,45～49歲,15～19歲,0,男,2021-02-02
40071,10007220,彰化縣埤頭鄉,45～49歲,20～24歲,0,男,2021-02-02
40072,10007220,彰化縣埤頭鄉,45～49歲,25～29歲,0,男,2021-02-02
40073,10007220,彰化縣埤頭鄉,45～49歲,30～34歲,0,男,2021-02-02
40074,10007220,彰化縣埤頭鄉,45～49歲,35～39歲,1,男,2021-02-02
40075,10007220,彰化縣埤頭鄉,45～49歲,40～44歲,0,男,2021-02-02
40076,10007220,彰化縣埤頭鄉,45～49歲,45～49歲,0,男,2021-02-02
40077,10007220,彰化縣埤頭鄉,45～49歲,50歲以上,0,男,2021-02-02
40078,10007220,彰化縣埤頭鄉,45～49歲,未滿15歲,0,女,2021-02-02
40079,10007220,彰化縣埤頭鄉,45～49歲,15～19歲,0,女,2021-02-02
40080,10007220,彰化縣埤頭鄉,45～49歲,20～24歲,0,女,2021-02-02
40081,10007220,彰化縣埤頭鄉,45～49歲,25～29歲,0,女,2021-02-02
40082,10007220,彰化縣埤頭鄉,45～49歲,30～34歲,1,女,2021-02-02
40083,10007220,彰化縣埤頭鄉,45～49歲,35～39歲,0,女,2021-02-02
40084,10007220,彰化縣埤頭鄉,45～49歲,40～44歲,0,女,2021-02-02
40085,10007220,彰化縣埤頭鄉,45～49歲,45～49歲,0,女,2021-02-02
40086,10007220,彰化縣埤頭鄉,45～49歲,50歲以上,0,女,2021-02-02
40087,10007220,彰化縣埤頭鄉,50～54歲,未滿15歲,0,男,2021-02-02
40088,10007220,彰化縣埤頭鄉,50～54歲,15～19歲,0,男,2021-02-02
40089,10007220,彰化縣埤頭鄉,50～54歲,20～24歲,0,男,2021-02-02
40090,10007220,彰化縣埤頭鄉,50～54歲,25～29歲,0,男,2021-02-02
40091,10007220,彰化縣埤頭鄉,50～54歲,30～34歲,0,男,2021-02-02
40092,10007220,彰化縣埤頭鄉,50～54歲,35～39歲,1,男,2021-02-02
40093,10007220,彰化縣埤頭鄉,50～54歲,40～44歲,0,男,2021-02-02
40094,10007220,彰化縣埤頭鄉,50～54歲,45～49歲,0,男,2021-02-02
40095,10007220,彰化縣埤頭鄉,50～54歲,50歲以上,0,男,2021-02-02
40096,10007220,彰化縣埤頭鄉,50～54歲,未滿15歲,0,女,2021-02-02
40097,10007220,彰化縣埤頭鄉,50～54歲,15～19歲,0,女,2021-02-02
40098,10007220,彰化縣埤頭鄉,50～54歲,20～24歲,0,女,2021-02-02
40099,10007220,彰化縣埤頭鄉,50～54歲,25～29歲,0,女,2021-02-02
40100,10007220,彰化縣埤頭鄉,50～54歲,30～34歲,0,女,2021-02-02
40101,10007220,彰化縣埤頭鄉,50～54歲,35～39歲,0,女,2021-02-02
40102,10007220,彰化縣埤頭鄉,50～54歲,40～44歲,0,女,2021-02-02
40103,10007220,彰化縣埤頭鄉,50～54歲,45～49歲,0,女,2021-02-02
40104,10007220,彰化縣埤頭鄉,50～54歲,50歲以上,0,女,2021-02-02
40105,10007220,彰化縣埤頭鄉,55～59歲,未滿15歲,0,男,2021-02-02
40106,10007220,彰化縣埤頭鄉,55～59歲,15～19歲,0,男,2021-02-02
40107,10007220,彰化縣埤頭鄉,55～59歲,20～24歲,0,男,2021-02-02
40108,10007220,彰化縣埤頭鄉,55～59歲,25～29歲,0,男,2021-02-02
40109,10007220,彰化縣埤頭鄉,55～59歲,30～34歲,0,男,2021-02-02
40110,10007220,彰化縣埤頭鄉,55～59歲,35～39歲,0,男,2021-02-02
40111,10007220,彰化縣埤頭鄉,55～59歲,40～44歲,0,男,2021-02-02
40112,10007220,彰化縣埤頭鄉,55～59歲,45～49歲,0,男,2021-02-02
40113,10007220,彰化縣埤頭鄉,55～59歲,50歲以上,0,男,2021-02-02
40114,10007220,彰化縣埤頭鄉,55～59歲,未滿15歲,0,女,2021-02-02
40115,10007220,彰化縣埤頭鄉,55～59歲,15～19歲,0,女,2021-02-02
40116,10007220,彰化縣埤頭鄉,55～59歲,20～24歲,0,女,2021-02-02
40117,10007220,彰化縣埤頭鄉,55～59歲,25～29歲,0,女,2021-02-02
40118,10007220,彰化縣埤頭鄉,55～59歲,30～34歲,0,女,2021-02-02
40119,10007220,彰化縣埤頭鄉,55～59歲,35～39歲,0,女,2021-02-02
40120,10007220,彰化縣埤頭鄉,55～59歲,40～44歲,0,女,2021-02-02
40121,10007220,彰化縣埤頭鄉,55～59歲,45～49歲,0,女,2021-02-02
40122,10007220,彰化縣埤頭鄉,55～59歲,50歲以上,0,女,2021-02-02
40123,10007220,彰化縣埤頭鄉,60歲以上,未滿15歲,0,男,2021-02-02
40124,10007220,彰化縣埤頭鄉,60歲以上,15～19歲,0,男,2021-02-02
40125,10007220,彰化縣埤頭鄉,60歲以上,20～24歲,0,男,2021-02-02
40126,10007220,彰化縣埤頭鄉,60歲以上,25～29歲,0,男,2021-02-02
40127,10007220,彰化縣埤頭鄉,60歲以上,30～34歲,0,男,2021-02-02
40128,10007220,彰化縣埤頭鄉,60歲以上,35～39歲,2,男,2021-02-02
40129,10007220,彰化縣埤頭鄉,60歲以上,40～44歲,0,男,2021-02-02
40130,10007220,彰化縣埤頭鄉,60歲以上,45～49歲,0,男,2021-02-02
40131,10007220,彰化縣埤頭鄉,60歲以上,50歲以上,0,男,2021-02-02
40132,10007220,彰化縣埤頭鄉,60歲以上,未滿15歲,0,女,2021-02-02
40133,10007220,彰化縣埤頭鄉,60歲以上,15～19歲,0,女,2021-02-02
40134,10007220,彰化縣埤頭鄉,60歲以上,20～24歲,0,女,2021-02-02
40135,10007220,彰化縣埤頭鄉,60歲以上,25～29歲,0,女,2021-02-02
40136,10007220,彰化縣埤頭鄉,60歲以上,30～34歲,0,女,2021-02-02
40137,10007220,彰化縣埤頭鄉,60歲以上,35～39歲,0,女,2021-02-02
40138,10007220,彰化縣埤頭鄉,60歲以上,40～44歲,0,女,2021-02-02
40139,10007220,彰化縣埤頭鄉,60歲以上,45～49歲,0,女,2021-02-02
40140,10007220,彰化縣埤頭鄉,60歲以上,50歲以上,0,女,2021-02-02
40141,10007230,彰化縣芳苑鄉,未滿20歲,未滿15歲,0,男,2021-02-02
40142,10007230,彰化縣芳苑鄉,未滿20歲,15～19歲,0,男,2021-02-02
40143,10007230,彰化縣芳苑鄉,未滿20歲,20～24歲,1,男,2021-02-02
40144,10007230,彰化縣芳苑鄉,未滿20歲,25～29歲,0,男,2021-02-02
40145,10007230,彰化縣芳苑鄉,未滿20歲,30～34歲,0,男,2021-02-02
40146,10007230,彰化縣芳苑鄉,未滿20歲,35～39歲,0,男,2021-02-02
40147,10007230,彰化縣芳苑鄉,未滿20歲,40～44歲,0,男,2021-02-02
40148,10007230,彰化縣芳苑鄉,未滿20歲,45～49歲,0,男,2021-02-02
40149,10007230,彰化縣芳苑鄉,未滿20歲,50歲以上,0,男,2021-02-02
40150,10007230,彰化縣芳苑鄉,未滿20歲,未滿15歲,0,女,2021-02-02
40151,10007230,彰化縣芳苑鄉,未滿20歲,15～19歲,2,女,2021-02-02
40152,10007230,彰化縣芳苑鄉,未滿20歲,20～24歲,0,女,2021-02-02
40153,10007230,彰化縣芳苑鄉,未滿20歲,25～29歲,0,女,2021-02-02
40154,10007230,彰化縣芳苑鄉,未滿20歲,30～34歲,0,女,2021-02-02
40155,10007230,彰化縣芳苑鄉,未滿20歲,35～39歲,0,女,2021-02-02
40156,10007230,彰化縣芳苑鄉,未滿20歲,40～44歲,0,女,2021-02-02
40157,10007230,彰化縣芳苑鄉,未滿20歲,45～49歲,0,女,2021-02-02
40158,10007230,彰化縣芳苑鄉,未滿20歲,50歲以上,0,女,2021-02-02
40159,10007230,彰化縣芳苑鄉,20～24歲,未滿15歲,0,男,2021-02-02
40160,10007230,彰化縣芳苑鄉,20～24歲,15～19歲,1,男,2021-02-02
40161,10007230,彰化縣芳苑鄉,20～24歲,20～24歲,7,男,2021-02-02
40162,10007230,彰化縣芳苑鄉,20～24歲,25～29歲,2,男,2021-02-02
40163,10007230,彰化縣芳苑鄉,20～24歲,30～34歲,0,男,2021-02-02
40164,10007230,彰化縣芳苑鄉,20～24歲,35～39歲,0,男,2021-02-02
40165,10007230,彰化縣芳苑鄉,20～24歲,40～44歲,0,男,2021-02-02
40166,10007230,彰化縣芳苑鄉,20～24歲,45～49歲,0,男,2021-02-02
40167,10007230,彰化縣芳苑鄉,20～24歲,50歲以上,0,男,2021-02-02
40168,10007230,彰化縣芳苑鄉,20～24歲,未滿15歲,0,女,2021-02-02
40169,10007230,彰化縣芳苑鄉,20～24歲,15～19歲,0,女,2021-02-02
40170,10007230,彰化縣芳苑鄉,20～24歲,20～24歲,12,女,2021-02-02
40171,10007230,彰化縣芳苑鄉,20～24歲,25～29歲,1,女,2021-02-02
40172,10007230,彰化縣芳苑鄉,20～24歲,30～34歲,0,女,2021-02-02
40173,10007230,彰化縣芳苑鄉,20～24歲,35～39歲,0,女,2021-02-02
40174,10007230,彰化縣芳苑鄉,20～24歲,40～44歲,0,女,2021-02-02
40175,10007230,彰化縣芳苑鄉,20～24歲,45～49歲,0,女,2021-02-02
40176,10007230,彰化縣芳苑鄉,20～24歲,50歲以上,0,女,2021-02-02
40177,10007230,彰化縣芳苑鄉,25～29歲,未滿15歲,0,男,2021-02-02
