SEQ,SITE_CODE,SITE_NAME,SEX,BIRTH_CNT,FATHER_AGE,MOTHER_AGE,UPDATE_DATE
32055,10004100,新竹縣寶山鄉,女,0,未滿20歲,35～39歲,20210202
32056,10004100,新竹縣寶山鄉,女,0,未滿20歲,40～44歲,20210202
32057,10004100,新竹縣寶山鄉,女,0,未滿20歲,45～49歲,20210202
32058,10004100,新竹縣寶山鄉,女,0,未滿20歲,50歲以上,20210202
32059,10004100,新竹縣寶山鄉,男,0,20～24歲,未滿15歲,20210202
32060,10004100,新竹縣寶山鄉,男,0,20～24歲,15～19歲,20210202
32061,10004100,新竹縣寶山鄉,男,3,20～24歲,20～24歲,20210202
32062,10004100,新竹縣寶山鄉,男,1,20～24歲,25～29歲,20210202
32063,10004100,新竹縣寶山鄉,男,0,20～24歲,30～34歲,20210202
32064,10004100,新竹縣寶山鄉,男,0,20～24歲,35～39歲,20210202
32065,10004100,新竹縣寶山鄉,男,0,20～24歲,40～44歲,20210202
32066,10004100,新竹縣寶山鄉,男,0,20～24歲,45～49歲,20210202
32067,10004100,新竹縣寶山鄉,男,0,20～24歲,50歲以上,20210202
32068,10004100,新竹縣寶山鄉,女,0,20～24歲,未滿15歲,20210202
32069,10004100,新竹縣寶山鄉,女,1,20～24歲,15～19歲,20210202
32070,10004100,新竹縣寶山鄉,女,0,20～24歲,20～24歲,20210202
32071,10004100,新竹縣寶山鄉,女,2,20～24歲,25～29歲,20210202
32072,10004100,新竹縣寶山鄉,女,1,20～24歲,30～34歲,20210202
32073,10004100,新竹縣寶山鄉,女,0,20～24歲,35～39歲,20210202
32074,10004100,新竹縣寶山鄉,女,0,20～24歲,40～44歲,20210202
32075,10004100,新竹縣寶山鄉,女,0,20～24歲,45～49歲,20210202
32076,10004100,新竹縣寶山鄉,女,0,20～24歲,50歲以上,20210202
32077,10004100,新竹縣寶山鄉,男,0,25～29歲,未滿15歲,20210202
32078,10004100,新竹縣寶山鄉,男,0,25～29歲,15～19歲,20210202
32079,10004100,新竹縣寶山鄉,男,4,25～29歲,20～24歲,20210202
32080,10004100,新竹縣寶山鄉,男,4,25～29歲,25～29歲,20210202
32081,10004100,新竹縣寶山鄉,男,1,25～29歲,30～34歲,20210202
32082,10004100,新竹縣寶山鄉,男,1,25～29歲,35～39歲,20210202
32083,10004100,新竹縣寶山鄉,男,1,25～29歲,40～44歲,20210202
32084,10004100,新竹縣寶山鄉,男,0,25～29歲,45～49歲,20210202
32085,10004100,新竹縣寶山鄉,男,0,25～29歲,50歲以上,20210202
32086,10004100,新竹縣寶山鄉,女,0,25～29歲,未滿15歲,20210202
32087,10004100,新竹縣寶山鄉,女,0,25～29歲,15～19歲,20210202
32088,10004100,新竹縣寶山鄉,女,1,25～29歲,20～24歲,20210202
32089,10004100,新竹縣寶山鄉,女,8,25～29歲,25～29歲,20210202
32090,10004100,新竹縣寶山鄉,女,0,25～29歲,30～34歲,20210202
32091,10004100,新竹縣寶山鄉,女,0,25～29歲,35～39歲,20210202
32092,10004100,新竹縣寶山鄉,女,0,25～29歲,40～44歲,20210202
32093,10004100,新竹縣寶山鄉,女,0,25～29歲,45～49歲,20210202
32094,10004100,新竹縣寶山鄉,女,0,25～29歲,50歲以上,20210202
32095,10004100,新竹縣寶山鄉,男,0,30～34歲,未滿15歲,20210202
32096,10004100,新竹縣寶山鄉,男,0,30～34歲,15～19歲,20210202
32097,10004100,新竹縣寶山鄉,男,0,30～34歲,20～24歲,20210202
32098,10004100,新竹縣寶山鄉,男,3,30～34歲,25～29歲,20210202
32099,10004100,新竹縣寶山鄉,男,9,30～34歲,30～34歲,20210202
32100,10004100,新竹縣寶山鄉,男,1,30～34歲,35～39歲,20210202
32101,10004100,新竹縣寶山鄉,男,0,30～34歲,40～44歲,20210202
32102,10004100,新竹縣寶山鄉,男,0,30～34歲,45～49歲,20210202
32103,10004100,新竹縣寶山鄉,男,0,30～34歲,50歲以上,20210202
32104,10004100,新竹縣寶山鄉,女,0,30～34歲,未滿15歲,20210202
32105,10004100,新竹縣寶山鄉,女,0,30～34歲,15～19歲,20210202
32106,10004100,新竹縣寶山鄉,女,2,30～34歲,20～24歲,20210202
32107,10004100,新竹縣寶山鄉,女,1,30～34歲,25～29歲,20210202
32108,10004100,新竹縣寶山鄉,女,6,30～34歲,30～34歲,20210202
32109,10004100,新竹縣寶山鄉,女,2,30～34歲,35～39歲,20210202
32110,10004100,新竹縣寶山鄉,女,0,30～34歲,40～44歲,20210202
32111,10004100,新竹縣寶山鄉,女,0,30～34歲,45～49歲,20210202
32112,10004100,新竹縣寶山鄉,女,0,30～34歲,50歲以上,20210202
32113,10004100,新竹縣寶山鄉,男,0,35～39歲,未滿15歲,20210202
32114,10004100,新竹縣寶山鄉,男,0,35～39歲,15～19歲,20210202
32115,10004100,新竹縣寶山鄉,男,1,35～39歲,20～24歲,20210202
32116,10004100,新竹縣寶山鄉,男,0,35～39歲,25～29歲,20210202
32117,10004100,新竹縣寶山鄉,男,4,35～39歲,30～34歲,20210202
32118,10004100,新竹縣寶山鄉,男,9,35～39歲,35～39歲,20210202
32119,10004100,新竹縣寶山鄉,男,1,35～39歲,40～44歲,20210202
32120,10004100,新竹縣寶山鄉,男,0,35～39歲,45～49歲,20210202
32121,10004100,新竹縣寶山鄉,男,0,35～39歲,50歲以上,20210202
32122,10004100,新竹縣寶山鄉,女,0,35～39歲,未滿15歲,20210202
32123,10004100,新竹縣寶山鄉,女,0,35～39歲,15～19歲,20210202
32124,10004100,新竹縣寶山鄉,女,1,35～39歲,20～24歲,20210202
32125,10004100,新竹縣寶山鄉,女,3,35～39歲,25～29歲,20210202
32126,10004100,新竹縣寶山鄉,女,4,35～39歲,30～34歲,20210202
32127,10004100,新竹縣寶山鄉,女,7,35～39歲,35～39歲,20210202
32128,10004100,新竹縣寶山鄉,女,3,35～39歲,40～44歲,20210202
32129,10004100,新竹縣寶山鄉,女,0,35～39歲,45～49歲,20210202
32130,10004100,新竹縣寶山鄉,女,0,35～39歲,50歲以上,20210202
32131,10004100,新竹縣寶山鄉,男,0,40～44歲,未滿15歲,20210202
32132,10004100,新竹縣寶山鄉,男,1,40～44歲,15～19歲,20210202
32133,10004100,新竹縣寶山鄉,男,0,40～44歲,20～24歲,20210202
32134,10004100,新竹縣寶山鄉,男,0,40～44歲,25～29歲,20210202
32135,10004100,新竹縣寶山鄉,男,1,40～44歲,30～34歲,20210202
32136,10004100,新竹縣寶山鄉,男,3,40～44歲,35～39歲,20210202
32137,10004100,新竹縣寶山鄉,男,2,40～44歲,40～44歲,20210202
32138,10004100,新竹縣寶山鄉,男,0,40～44歲,45～49歲,20210202
32139,10004100,新竹縣寶山鄉,男,0,40～44歲,50歲以上,20210202
32140,10004100,新竹縣寶山鄉,女,0,40～44歲,未滿15歲,20210202
32141,10004100,新竹縣寶山鄉,女,0,40～44歲,15～19歲,20210202
32142,10004100,新竹縣寶山鄉,女,0,40～44歲,20～24歲,20210202
32143,10004100,新竹縣寶山鄉,女,0,40～44歲,25～29歲,20210202
32144,10004100,新竹縣寶山鄉,女,0,40～44歲,30～34歲,20210202
32145,10004100,新竹縣寶山鄉,女,6,40～44歲,35～39歲,20210202
32146,10004100,新竹縣寶山鄉,女,3,40～44歲,40～44歲,20210202
32147,10004100,新竹縣寶山鄉,女,0,40～44歲,45～49歲,20210202
32148,10004100,新竹縣寶山鄉,女,0,40～44歲,50歲以上,20210202
32149,10004100,新竹縣寶山鄉,男,0,45～49歲,未滿15歲,20210202
32150,10004100,新竹縣寶山鄉,男,0,45～49歲,15～19歲,20210202
32151,10004100,新竹縣寶山鄉,男,0,45～49歲,20～24歲,20210202
32152,10004100,新竹縣寶山鄉,男,0,45～49歲,25～29歲,20210202
32153,10004100,新竹縣寶山鄉,男,1,45～49歲,30～34歲,20210202
32154,10004100,新竹縣寶山鄉,男,0,45～49歲,35～39歲,20210202
32155,10004100,新竹縣寶山鄉,男,1,45～49歲,40～44歲,20210202
32156,10004100,新竹縣寶山鄉,男,0,45～49歲,45～49歲,20210202
32157,10004100,新竹縣寶山鄉,男,0,45～49歲,50歲以上,20210202
32158,10004100,新竹縣寶山鄉,女,0,45～49歲,未滿15歲,20210202
32159,10004100,新竹縣寶山鄉,女,0,45～49歲,15～19歲,20210202
32160,10004100,新竹縣寶山鄉,女,0,45～49歲,20～24歲,20210202
32161,10004100,新竹縣寶山鄉,女,0,45～49歲,25～29歲,20210202
32162,10004100,新竹縣寶山鄉,女,0,45～49歲,30～34歲,20210202
32163,10004100,新竹縣寶山鄉,女,0,45～49歲,35～39歲,20210202
32164,10004100,新竹縣寶山鄉,女,1,45～49歲,40～44歲,20210202
32165,10004100,新竹縣寶山鄉,女,0,45～49歲,45～49歲,20210202
32166,10004100,新竹縣寶山鄉,女,0,45～49歲,50歲以上,20210202
32167,10004100,新竹縣寶山鄉,男,0,50～54歲,未滿15歲,20210202
32168,10004100,新竹縣寶山鄉,男,0,50～54歲,15～19歲,20210202
32169,10004100,新竹縣寶山鄉,男,0,50～54歲,20～24歲,20210202
32170,10004100,新竹縣寶山鄉,男,0,50～54歲,25～29歲,20210202
32171,10004100,新竹縣寶山鄉,男,0,50～54歲,30～34歲,20210202
32172,10004100,新竹縣寶山鄉,男,0,50～54歲,35～39歲,20210202
32173,10004100,新竹縣寶山鄉,男,0,50～54歲,40～44歲,20210202
32174,10004100,新竹縣寶山鄉,男,0,50～54歲,45～49歲,20210202
32175,10004100,新竹縣寶山鄉,男,0,50～54歲,50歲以上,20210202
32176,10004100,新竹縣寶山鄉,女,0,50～54歲,未滿15歲,20210202
32177,10004100,新竹縣寶山鄉,女,0,50～54歲,15～19歲,20210202
32178,10004100,新竹縣寶山鄉,女,0,50～54歲,20～24歲,20210202
32179,10004100,新竹縣寶山鄉,女,0,50～54歲,25～29歲,20210202
32180,10004100,新竹縣寶山鄉,女,0,50～54歲,30～34歲,20210202
32181,10004100,新竹縣寶山鄉,女,0,50～54歲,35～39歲,20210202
32182,10004100,新竹縣寶山鄉,女,0,50～54歲,40～44歲,20210202
32183,10004100,新竹縣寶山鄉,女,0,50～54歲,45～49歲,20210202
32184,10004100,新竹縣寶山鄉,女,0,50～54歲,50歲以上,20210202
32185,10004100,新竹縣寶山鄉,男,0,55～59歲,未滿15歲,20210202
32186,10004100,新竹縣寶山鄉,男,0,55～59歲,15～19歲,20210202
32187,10004100,新竹縣寶山鄉,男,0,55～59歲,20～24歲,20210202
32188,10004100,新竹縣寶山鄉,男,0,55～59歲,25～29歲,20210202
32189,10004100,新竹縣寶山鄉,男,0,55～59歲,30～34歲,20210202
32190,10004100,新竹縣寶山鄉,男,0,55～59歲,35～39歲,20210202
32191,10004100,新竹縣寶山鄉,男,0,55～59歲,40～44歲,20210202
32192,10004100,新竹縣寶山鄉,男,0,55～59歲,45～49歲,20210202
32193,10004100,新竹縣寶山鄉,男,0,55～59歲,50歲以上,20210202
32194,10004100,新竹縣寶山鄉,女,0,55～59歲,未滿15歲,20210202
32195,10004100,新竹縣寶山鄉,女,0,55～59歲,15～19歲,20210202
32196,10004100,新竹縣寶山鄉,女,0,55～59歲,20～24歲,20210202
32197,10004100,新竹縣寶山鄉,女,0,55～59歲,25～29歲,20210202
32198,10004100,新竹縣寶山鄉,女,0,55～59歲,30～34歲,20210202
32199,10004100,新竹縣寶山鄉,女,0,55～59歲,35～39歲,20210202
32200,10004100,新竹縣寶山鄉,女,1,55～59歲,40～44歲,20210202
32201,10004100,新竹縣寶山鄉,女,0,55～59歲,45～49歲,20210202
32202,10004100,新竹縣寶山鄉,女,0,55～59歲,50歲以上,20210202
32203,10004100,新竹縣寶山鄉,男,0,60歲以上,未滿15歲,20210202
32204,10004100,新竹縣寶山鄉,男,0,60歲以上,15～19歲,20210202
32205,10004100,新竹縣寶山鄉,男,0,60歲以上,20～24歲,20210202
32206,10004100,新竹縣寶山鄉,男,0,60歲以上,25～29歲,20210202
32207,10004100,新竹縣寶山鄉,男,0,60歲以上,30～34歲,20210202
32208,10004100,新竹縣寶山鄉,男,0,60歲以上,35～39歲,20210202
32209,10004100,新竹縣寶山鄉,男,0,60歲以上,40～44歲,20210202
32210,10004100,新竹縣寶山鄉,男,0,60歲以上,45～49歲,20210202
32211,10004100,新竹縣寶山鄉,男,0,60歲以上,50歲以上,20210202
32212,10004100,新竹縣寶山鄉,女,0,60歲以上,未滿15歲,20210202
32213,10004100,新竹縣寶山鄉,女,0,60歲以上,15～19歲,20210202
32214,10004100,新竹縣寶山鄉,女,0,60歲以上,20～24歲,20210202
32215,10004100,新竹縣寶山鄉,女,0,60歲以上,25～29歲,20210202
32216,10004100,新竹縣寶山鄉,女,0,60歲以上,30～34歲,20210202
32217,10004100,新竹縣寶山鄉,女,0,60歲以上,35～39歲,20210202
32218,10004100,新竹縣寶山鄉,女,0,60歲以上,40～44歲,20210202
32219,10004100,新竹縣寶山鄉,女,0,60歲以上,45～49歲,20210202
32220,10004100,新竹縣寶山鄉,女,0,60歲以上,50歲以上,20210202
32221,10004090,新竹縣北埔鄉,男,0,未滿20歲,未滿15歲,20210202
32222,10004090,新竹縣北埔鄉,男,0,未滿20歲,15～19歲,20210202
32223,10004090,新竹縣北埔鄉,男,0,未滿20歲,20～24歲,20210202
32224,10004090,新竹縣北埔鄉,男,0,未滿20歲,25～29歲,20210202
32225,10004090,新竹縣北埔鄉,男,0,未滿20歲,30～34歲,20210202
32226,10004090,新竹縣北埔鄉,男,0,未滿20歲,35～39歲,20210202
32227,10004090,新竹縣北埔鄉,男,0,未滿20歲,40～44歲,20210202
32228,10004090,新竹縣北埔鄉,男,0,未滿20歲,45～49歲,20210202
32229,10004090,新竹縣北埔鄉,男,0,未滿20歲,50歲以上,20210202
32230,10004090,新竹縣北埔鄉,女,0,未滿20歲,未滿15歲,20210202
32231,10004090,新竹縣北埔鄉,女,0,未滿20歲,15～19歲,20210202
32232,10004090,新竹縣北埔鄉,女,0,未滿20歲,20～24歲,20210202
32233,10004090,新竹縣北埔鄉,女,0,未滿20歲,25～29歲,20210202
32234,10004090,新竹縣北埔鄉,女,0,未滿20歲,30～34歲,20210202
32235,10004090,新竹縣北埔鄉,女,0,未滿20歲,35～39歲,20210202
32236,10004090,新竹縣北埔鄉,女,0,未滿20歲,40～44歲,20210202
32237,10004090,新竹縣北埔鄉,女,0,未滿20歲,45～49歲,20210202
32238,10004090,新竹縣北埔鄉,女,0,未滿20歲,50歲以上,20210202
32239,10004090,新竹縣北埔鄉,男,0,20～24歲,未滿15歲,20210202
32240,10004090,新竹縣北埔鄉,男,2,20～24歲,15～19歲,20210202
32241,10004090,新竹縣北埔鄉,男,1,20～24歲,20～24歲,20210202
32242,10004090,新竹縣北埔鄉,男,0,20～24歲,25～29歲,20210202
32243,10004090,新竹縣北埔鄉,男,0,20～24歲,30～34歲,20210202
32244,10004090,新竹縣北埔鄉,男,0,20～24歲,35～39歲,20210202
32245,10004090,新竹縣北埔鄉,男,0,20～24歲,40～44歲,20210202
32246,10004090,新竹縣北埔鄉,男,0,20～24歲,45～49歲,20210202
32247,10004090,新竹縣北埔鄉,男,0,20～24歲,50歲以上,20210202
32248,10004090,新竹縣北埔鄉,女,0,20～24歲,未滿15歲,20210202
32249,10004090,新竹縣北埔鄉,女,1,20～24歲,15～19歲,20210202
32250,10004090,新竹縣北埔鄉,女,1,20～24歲,20～24歲,20210202
32251,10004090,新竹縣北埔鄉,女,0,20～24歲,25～29歲,20210202
32252,10004090,新竹縣北埔鄉,女,0,20～24歲,30～34歲,20210202
32253,10004090,新竹縣北埔鄉,女,0,20～24歲,35～39歲,20210202
32254,10004090,新竹縣北埔鄉,女,0,20～24歲,40～44歲,20210202
32255,10004090,新竹縣北埔鄉,女,0,20～24歲,45～49歲,20210202
32256,10004090,新竹縣北埔鄉,女,0,20～24歲,50歲以上,20210202
32257,10004090,新竹縣北埔鄉,男,0,25～29歲,未滿15歲,20210202
32258,10004090,新竹縣北埔鄉,男,0,25～29歲,15～19歲,20210202
32259,10004090,新竹縣北埔鄉,男,1,25～29歲,20～24歲,20210202
32260,10004090,新竹縣北埔鄉,男,4,25～29歲,25～29歲,20210202
32261,10004090,新竹縣北埔鄉,男,0,25～29歲,30～34歲,20210202
32262,10004090,新竹縣北埔鄉,男,0,25～29歲,35～39歲,20210202
32263,10004090,新竹縣北埔鄉,男,0,25～29歲,40～44歲,20210202
32264,10004090,新竹縣北埔鄉,男,0,25～29歲,45～49歲,20210202
32265,10004090,新竹縣北埔鄉,男,0,25～29歲,50歲以上,20210202
32266,10004090,新竹縣北埔鄉,女,0,25～29歲,未滿15歲,20210202
32267,10004090,新竹縣北埔鄉,女,0,25～29歲,15～19歲,20210202
32268,10004090,新竹縣北埔鄉,女,2,25～29歲,20～24歲,20210202
32269,10004090,新竹縣北埔鄉,女,2,25～29歲,25～29歲,20210202
32270,10004090,新竹縣北埔鄉,女,2,25～29歲,30～34歲,20210202
32271,10004090,新竹縣北埔鄉,女,0,25～29歲,35～39歲,20210202
32272,10004090,新竹縣北埔鄉,女,1,25～29歲,40～44歲,20210202
32273,10004090,新竹縣北埔鄉,女,0,25～29歲,45～49歲,20210202
32274,10004090,新竹縣北埔鄉,女,0,25～29歲,50歲以上,20210202
32275,10004090,新竹縣北埔鄉,男,0,30～34歲,未滿15歲,20210202
32276,10004090,新竹縣北埔鄉,男,0,30～34歲,15～19歲,20210202
32277,10004090,新竹縣北埔鄉,男,1,30～34歲,20～24歲,20210202
32278,10004090,新竹縣北埔鄉,男,2,30～34歲,25～29歲,20210202
32279,10004090,新竹縣北埔鄉,男,4,30～34歲,30～34歲,20210202
32280,10004090,新竹縣北埔鄉,男,0,30～34歲,35～39歲,20210202
32281,10004090,新竹縣北埔鄉,男,0,30～34歲,40～44歲,20210202
32282,10004090,新竹縣北埔鄉,男,0,30～34歲,45～49歲,20210202
32283,10004090,新竹縣北埔鄉,男,0,30～34歲,50歲以上,20210202
32284,10004090,新竹縣北埔鄉,女,0,30～34歲,未滿15歲,20210202
32285,10004090,新竹縣北埔鄉,女,1,30～34歲,15～19歲,20210202
32286,10004090,新竹縣北埔鄉,女,0,30～34歲,20～24歲,20210202
32287,10004090,新竹縣北埔鄉,女,2,30～34歲,25～29歲,20210202
32288,10004090,新竹縣北埔鄉,女,5,30～34歲,30～34歲,20210202
32289,10004090,新竹縣北埔鄉,女,0,30～34歲,35～39歲,20210202
32290,10004090,新竹縣北埔鄉,女,0,30～34歲,40～44歲,20210202
32291,10004090,新竹縣北埔鄉,女,0,30～34歲,45～49歲,20210202
32292,10004090,新竹縣北埔鄉,女,0,30～34歲,50歲以上,20210202
32293,10004090,新竹縣北埔鄉,男,0,35～39歲,未滿15歲,20210202
32294,10004090,新竹縣北埔鄉,男,0,35～39歲,15～19歲,20210202
32295,10004090,新竹縣北埔鄉,男,0,35～39歲,20～24歲,20210202
32296,10004090,新竹縣北埔鄉,男,2,35～39歲,25～29歲,20210202
32297,10004090,新竹縣北埔鄉,男,2,35～39歲,30～34歲,20210202
32298,10004090,新竹縣北埔鄉,男,3,35～39歲,35～39歲,20210202
32299,10004090,新竹縣北埔鄉,男,0,35～39歲,40～44歲,20210202
32300,10004090,新竹縣北埔鄉,男,0,35～39歲,45～49歲,20210202
32301,10004090,新竹縣北埔鄉,男,0,35～39歲,50歲以上,20210202
32302,10004090,新竹縣北埔鄉,女,0,35～39歲,未滿15歲,20210202
32303,10004090,新竹縣北埔鄉,女,0,35～39歲,15～19歲,20210202
32304,10004090,新竹縣北埔鄉,女,0,35～39歲,20～24歲,20210202
32305,10004090,新竹縣北埔鄉,女,1,35～39歲,25～29歲,20210202
32306,10004090,新竹縣北埔鄉,女,4,35～39歲,30～34歲,20210202
32307,10004090,新竹縣北埔鄉,女,3,35～39歲,35～39歲,20210202
32308,10004090,新竹縣北埔鄉,女,0,35～39歲,40～44歲,20210202
32309,10004090,新竹縣北埔鄉,女,0,35～39歲,45～49歲,20210202
32310,10004090,新竹縣北埔鄉,女,0,35～39歲,50歲以上,20210202
32311,10004090,新竹縣北埔鄉,男,0,40～44歲,未滿15歲,20210202
32312,10004090,新竹縣北埔鄉,男,0,40～44歲,15～19歲,20210202
32313,10004090,新竹縣北埔鄉,男,0,40～44歲,20～24歲,20210202
32314,10004090,新竹縣北埔鄉,男,1,40～44歲,25～29歲,20210202
32315,10004090,新竹縣北埔鄉,男,1,40～44歲,30～34歲,20210202
32316,10004090,新竹縣北埔鄉,男,1,40～44歲,35～39歲,20210202
32317,10004090,新竹縣北埔鄉,男,1,40～44歲,40～44歲,20210202
32318,10004090,新竹縣北埔鄉,男,0,40～44歲,45～49歲,20210202
32319,10004090,新竹縣北埔鄉,男,0,40～44歲,50歲以上,20210202
32320,10004090,新竹縣北埔鄉,女,0,40～44歲,未滿15歲,20210202
32321,10004090,新竹縣北埔鄉,女,0,40～44歲,15～19歲,20210202
32322,10004090,新竹縣北埔鄉,女,0,40～44歲,20～24歲,20210202
32323,10004090,新竹縣北埔鄉,女,2,40～44歲,25～29歲,20210202
32324,10004090,新竹縣北埔鄉,女,0,40～44歲,30～34歲,20210202
32325,10004090,新竹縣北埔鄉,女,1,40～44歲,35～39歲,20210202
32326,10004090,新竹縣北埔鄉,女,0,40～44歲,40～44歲,20210202
32327,10004090,新竹縣北埔鄉,女,0,40～44歲,45～49歲,20210202
32328,10004090,新竹縣北埔鄉,女,0,40～44歲,50歲以上,20210202
32329,10004090,新竹縣北埔鄉,男,0,45～49歲,未滿15歲,20210202
32330,10004090,新竹縣北埔鄉,男,0,45～49歲,15～19歲,20210202
32331,10004090,新竹縣北埔鄉,男,0,45～49歲,20～24歲,20210202
32332,10004090,新竹縣北埔鄉,男,0,45～49歲,25～29歲,20210202
32333,10004090,新竹縣北埔鄉,男,0,45～49歲,30～34歲,20210202
32334,10004090,新竹縣北埔鄉,男,1,45～49歲,35～39歲,20210202
32335,10004090,新竹縣北埔鄉,男,1,45～49歲,40～44歲,20210202
32336,10004090,新竹縣北埔鄉,男,0,45～49歲,45～49歲,20210202
32337,10004090,新竹縣北埔鄉,男,0,45～49歲,50歲以上,20210202
32338,10004090,新竹縣北埔鄉,女,0,45～49歲,未滿15歲,20210202
32339,10004090,新竹縣北埔鄉,女,0,45～49歲,15～19歲,20210202
32340,10004090,新竹縣北埔鄉,女,0,45～49歲,20～24歲,20210202
32341,10004090,新竹縣北埔鄉,女,0,45～49歲,25～29歲,20210202
32342,10004090,新竹縣北埔鄉,女,0,45～49歲,30～34歲,20210202
32343,10004090,新竹縣北埔鄉,女,0,45～49歲,35～39歲,20210202
32344,10004090,新竹縣北埔鄉,女,0,45～49歲,40～44歲,20210202
32345,10004090,新竹縣北埔鄉,女,0,45～49歲,45～49歲,20210202
32346,10004090,新竹縣北埔鄉,女,0,45～49歲,50歲以上,20210202
32347,10004090,新竹縣北埔鄉,男,0,50～54歲,未滿15歲,20210202
32348,10004090,新竹縣北埔鄉,男,0,50～54歲,15～19歲,20210202
32349,10004090,新竹縣北埔鄉,男,0,50～54歲,20～24歲,20210202
32350,10004090,新竹縣北埔鄉,男,0,50～54歲,25～29歲,20210202
32351,10004090,新竹縣北埔鄉,男,0,50～54歲,30～34歲,20210202
32352,10004090,新竹縣北埔鄉,男,0,50～54歲,35～39歲,20210202
32353,10004090,新竹縣北埔鄉,男,0,50～54歲,40～44歲,20210202
32354,10004090,新竹縣北埔鄉,男,0,50～54歲,45～49歲,20210202
32355,10004090,新竹縣北埔鄉,男,0,50～54歲,50歲以上,20210202
32356,10004090,新竹縣北埔鄉,女,0,50～54歲,未滿15歲,20210202
32357,10004090,新竹縣北埔鄉,女,0,50～54歲,15～19歲,20210202
32358,10004090,新竹縣北埔鄉,女,0,50～54歲,20～24歲,20210202
32359,10004090,新竹縣北埔鄉,女,0,50～54歲,25～29歲,20210202
32360,10004090,新竹縣北埔鄉,女,0,50～54歲,30～34歲,20210202
32361,10004090,新竹縣北埔鄉,女,0,50～54歲,35～39歲,20210202
32362,10004090,新竹縣北埔鄉,女,0,50～54歲,40～44歲,20210202
32363,10004090,新竹縣北埔鄉,女,0,50～54歲,45～49歲,20210202
32364,10004090,新竹縣北埔鄉,女,0,50～54歲,50歲以上,20210202
32365,10004090,新竹縣北埔鄉,男,0,55～59歲,未滿15歲,20210202
32366,10004090,新竹縣北埔鄉,男,0,55～59歲,15～19歲,20210202
32367,10004090,新竹縣北埔鄉,男,0,55～59歲,20～24歲,20210202
32368,10004090,新竹縣北埔鄉,男,0,55～59歲,25～29歲,20210202
32369,10004090,新竹縣北埔鄉,男,0,55～59歲,30～34歲,20210202
32370,10004090,新竹縣北埔鄉,男,0,55～59歲,35～39歲,20210202
32371,10004090,新竹縣北埔鄉,男,0,55～59歲,40～44歲,20210202
32372,10004090,新竹縣北埔鄉,男,0,55～59歲,45～49歲,20210202
32373,10004090,新竹縣北埔鄉,男,0,55～59歲,50歲以上,20210202
32374,10004090,新竹縣北埔鄉,女,0,55～59歲,未滿15歲,20210202
32375,10004090,新竹縣北埔鄉,女,0,55～59歲,15～19歲,20210202
32376,10004090,新竹縣北埔鄉,女,0,55～59歲,20～24歲,20210202
32377,10004090,新竹縣北埔鄉,女,0,55～59歲,25～29歲,20210202
32378,10004090,新竹縣北埔鄉,女,0,55～59歲,30～34歲,20210202
32379,10004090,新竹縣北埔鄉,女,0,55～59歲,35～39歲,20210202
32380,10004090,新竹縣北埔鄉,女,0,55～59歲,40～44歲,20210202
32381,10004090,新竹縣北埔鄉,女,0,55～59歲,45～49歲,20210202
32382,10004090,新竹縣北埔鄉,女,0,55～59歲,50歲以上,20210202
32383,10004090,新竹縣北埔鄉,男,0,60歲以上,未滿15歲,20210202
32384,10004090,新竹縣北埔鄉,男,0,60歲以上,15～19歲,20210202
32385,10004090,新竹縣北埔鄉,男,0,60歲以上,20～24歲,20210202
32386,10004090,新竹縣北埔鄉,男,0,60歲以上,25～29歲,20210202
32387,10004090,新竹縣北埔鄉,男,0,60歲以上,30～34歲,20210202
32388,10004090,新竹縣北埔鄉,男,0,60歲以上,35～39歲,20210202
32389,10004090,新竹縣北埔鄉,男,0,60歲以上,40～44歲,20210202
32390,10004090,新竹縣北埔鄉,男,0,60歲以上,45～49歲,20210202
32391,10004090,新竹縣北埔鄉,男,0,60歲以上,50歲以上,20210202
32392,10004090,新竹縣北埔鄉,女,0,60歲以上,未滿15歲,20210202
32393,10004090,新竹縣北埔鄉,女,0,60歲以上,15～19歲,20210202
32394,10004090,新竹縣北埔鄉,女,0,60歲以上,20～24歲,20210202
32395,10004090,新竹縣北埔鄉,女,0,60歲以上,25～29歲,20210202
32396,10004090,新竹縣北埔鄉,女,0,60歲以上,30～34歲,20210202
32397,10004090,新竹縣北埔鄉,女,0,60歲以上,35～39歲,20210202
32398,10004090,新竹縣北埔鄉,女,0,60歲以上,40～44歲,20210202
32399,10004090,新竹縣北埔鄉,女,0,60歲以上,45～49歲,20210202
32400,10004090,新竹縣北埔鄉,女,0,60歲以上,50歲以上,20210202
32401,10004110,新竹縣峨眉鄉,男,0,未滿20歲,未滿15歲,20210202
32402,10004110,新竹縣峨眉鄉,男,0,未滿20歲,15～19歲,20210202
32403,10004110,新竹縣峨眉鄉,男,0,未滿20歲,20～24歲,20210202
32404,10004110,新竹縣峨眉鄉,男,0,未滿20歲,25～29歲,20210202
32405,10004110,新竹縣峨眉鄉,男,0,未滿20歲,30～34歲,20210202
32406,10004110,新竹縣峨眉鄉,男,0,未滿20歲,35～39歲,20210202
32407,10004110,新竹縣峨眉鄉,男,0,未滿20歲,40～44歲,20210202
32408,10004110,新竹縣峨眉鄉,男,0,未滿20歲,45～49歲,20210202
32409,10004110,新竹縣峨眉鄉,男,0,未滿20歲,50歲以上,20210202
